date,"Miner, SD","Harding, SD","Campbell, SD","Buffalo, SD","Faulk, SD","Haakoon, SD","Towner, ND","Sheridan, ND","Eddy, ND","Golden Valley, ND","Oliver, ND","Logan, ND"
4/13/2021,1,0,0,1,0,0,0,0,0,0,0,0
4/14/2021,2,0,0,2,6,1,0,13,3,1,11,4
4/15/2021,15,0,0,12,49,7,0,2,9,1,3,7
4/16/2021,5,0,2,4,7,15,0,1,10,2,3,1
4/17/2021,3,8,12,6,8,8,2,3,15,8,11,4
4/18/2021,10,3,0,4,35,0,4,0,1,0,2,17
4/19/2021,0,0,1,0,1,1,0,0,0,0,1,1
4/20/2021,0,0,0,1,0,0,0,0,0,0,0,0
4/21/2021,5,0,0,2,6,0,0,2,1,0,2,3
4/22/2021,0,2,0,3,21,5,0,1,1,6,6,1
4/23/2021,22,0,1,7,53,4,0,1,0,21,9,1
4/24/2021,16,6,0,3,3,6,1,5,7,1,4,12
4/25/2021,14,3,0,1,9,2,13,1,0,3,2,5
4/26/2021,1,0,0,0,1,0,1,0,0,0,0,0
4/27/2021,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2021,8,0,1,3,3,8,0,0,8,0,4,0
4/29/2021,6,0,0,2,5,5,0,0,0,0,5,0
4/30/2021,7,0,16,1,35,4,3,4,3,1,6,0
5/1/2021,9,0,7,0,7,16,3,0,6,1,1,8
5/2/2021,0,0,0,2,0,0,7,0,3,0,0,2
5/3/2021,0,0,0,0,0,0,0,0,0,0,0,0
5/4/2021,3,0,0,1,3,1,1,0,1,0,0,0
5/5/2021,1,1,0,0,1,8,1,0,2,0,1,0
5/6/2021,4,0,0,0,2,4,0,0,0,0,1,0
5/7/2021,0,2,1,1,30,16,0,7,0,9,5,2
5/8/2021,9,20,14,1,1,4,8,0,18,1,5,8
5/9/2021,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2021,0,0,0,0,0,0,0,0,1,0,1,0
5/11/2021,1,1,0,0,3,2,0,0,0,0,0,0
5/12/2021,1,0,0,0,1,0,0,0,1,0,1,1
5/13/2021,2,1,0,0,6,1,0,4,2,0,1,1
5/14/2021,3,0,1,2,3,12,0,6,0,1,2,2
5/15/2021,6,1,3,3,3,8,1,0,8,4,2,6
5/16/2021,0,0,0,0,0,0,4,0,0,0,1,1
5/17/2021,0,0,0,0,0,0,0,0,0,0,0,0
5/18/2021,2,0,0,0,0,0,0,0,0,5,0,0
5/19/2021,1,0,0,0,0,0,0,13,1,0,3,1
5/20/2021,5,0,0,2,8,4,1,3,2,0,0,0
5/21/2021,5,0,0,0,2,1,0,0,0,6,2,0
5/22/2021,0,9,2,2,4,1,10,4,7,2,8,13
5/23/2021,0,0,0,4,0,0,0,0,0,0,0,0
5/24/2021,2,0,0,1,0,0,0,0,0,0,0,0
5/25/2021,0,0,0,1,0,1,0,0,0,0,0,0
5/26/2021,0,0,0,2,3,0,0,1,2,0,0,0
5/27/2021,0,0,0,0,0,0,0,1,2,0,2,1
5/28/2021,0,1,0,20,11,3,0,0,5,0,0,0
5/29/2021,1,0,0,38,0,0,1,0,2,0,2,12
5/30/2021,1,0,0,7,0,0,2,0,0,0,2,1
5/31/2021,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2021,0,0,0,0,0,0,0,0,0,0,0,0
6/2/2021,0,0,2,0,2,1,0,0,0,0,0,0
6/3/2021,0,0,6,14,0,6,0,0,4,0,1,0
6/4/2021,0,0,0,0,0,0,0,0,0,0,0,1
6/5/2021,5,2,1,6,5,1,0,0,3,1,1,0
6/6/2021,0,0,0,4,0,0,3,0,0,0,1,1
6/7/2021,1,0,0,0,0,0,0,0,0,0,0,1
6/8/2021,1,0,0,0,0,1,0,0,0,1,0,0
6/9/2021,4,0,0,1,0,1,1,0,0,0,0,1
6/10/2021,0,0,0,7,2,4,1,1,0,0,1,0
6/11/2021,2,0,0,8,2,0,3,2,2,2,0,0
6/12/2021,5,1,1,0,3,1,0,0,0,1,0,1
6/13/2021,0,0,0,12,0,0,6,0,1,0,2,0
6/14/2021,0,0,0,0,0,0,0,0,0,0,0,0
6/15/2021,5,0,2,0,2,0,0,0,0,0,0,0
