date,"Miner, SD","Harding, SD","Campbell, SD","Buffalo, SD","Faulk, SD","Haakoon, SD","Towner, ND","Sheridan, ND","Eddy, ND","Golden Valley, ND","Oliver, ND","Logan, ND","McCone, Mont","Golden Valley, Mont","Sheridan, Kan","Hayes, Neb"
2/19/2021,126,0,71,142,127,0,169,48,282,76,30,97,52,0,211,37
2/20/2021,143,0,95,144,127,0,185,72,283,76,34,143,52,0,211,39
2/21/2021,145,0,95,147,127,0,216,94,284,77,41,147,61,23,235,39
2/22/2021,145,0,95,147,127,0,216,94,284,77,41,147,61,77,237,39
2/23/2021,146,0,95,147,127,0,224,129,286,77,42,147,61,77,275,39
2/24/2021,146,0,95,151,128,0,227,152,297,87,52,147,62,79,286,39
2/25/2021,148,0,95,153,128,0,229,165,318,126,80,148,62,80,300,39
2/26/2021,194,0,95,251,129,0,229,165,318,127,80,148,62,80,309,39
2/27/2021,202,0,124,259,129,0,232,172,344,129,85,158,62,80,309,39
2/28/2021,206,11,124,260,131,14,233,173,346,130,89,160,62,83,332,40
3/1/2021,208,11,124,260,131,14,234,173,346,132,89,160,62,84,333,40
3/2/2021,208,11,124,260,131,14,234,173,351,134,89,162,65,84,336,40
3/3/2021,208,14,124,260,133,14,234,173,351,134,89,162,85,84,377,41
3/4/2021,212,15,124,332,133,15,257,177,372,134,91,167,85,93,402,41
3/5/2021,214,25,124,332,159,16,299,177,399,135,107,176,85,93,429,41
3/6/2021,217,25,126,332,159,16,306,180,409,135,109,189,86,99,429,41
3/7/2021,219,25,128,334,163,17,351,180,415,135,109,192,89,100,448,41
3/8/2021,220,25,128,334,163,17,352,183,415,135,109,194,89,101,449,41
3/9/2021,220,25,128,334,163,17,352,189,463,135,109,196,89,101,454,41
3/10/2021,220,27,129,335,221,17,353,189,463,135,109,196,89,101,454,41
3/11/2021,223,27,129,336,226,36,354,198,483,137,111,197,90,104,490,41
3/12/2021,289,29,133,337,235,45,384,221,491,153,143,207,91,105,490,41
3/13/2021,296,29,157,387,238,56,409,238,519,164,146,213,91,106,490,42
3/14/2021,300,30,157,387,238,65,470,240,524,171,154,217,91,106,493,43
3/15/2021,304,30,157,407,238,65,470,240,524,171,154,217,96,107,493,43
3/16/2021,305,30,159,408,239,65,471,240,526,171,154,217,101,107,505,45
3/17/2021,307,32,159,408,241,67,479,240,533,171,154,217,102,112,505,48
3/18/2021,307,33,159,410,245,78,485,242,536,171,161,227,106,113,505,49
3/19/2021,353,39,179,414,295,87,486,242,553,184,177,227,106,113,514,50
3/20/2021,355,40,181,427,300,98,488,247,584,194,187,257,106,143,522,50
3/21/2021,382,41,182,427,303,100,488,250,607,195,188,257,106,144,527,67
3/22/2021,385,41,182,427,305,101,491,250,607,195,188,257,106,144,527,67
3/23/2021,387,41,182,427,305,102,491,250,607,195,190,257,106,144,527,69
3/24/2021,392,41,182,428,314,108,497,251,610,195,190,258,106,144,538,70
3/25/2021,395,41,182,430,350,122,532,252,616,195,200,271,112,152,557,70
3/26/2021,464,52,205,434,373,155,535,254,644,236,215,271,112,153,558,70
3/27/2021,479,53,222,434,383,169,539,255,659,237,218,275,112,159,564,70
3/28/2021,489,54,222,437,392,171,585,261,682,238,221,281,117,161,565,70
3/29/2021,492,55,222,437,393,171,585,261,682,238,224,281,117,161,566,70
3/30/2021,494,55,222,437,393,171,586,261,682,238,227,284,117,161,566,71
3/31/2021,494,56,222,437,396,177,586,261,698,238,229,310,117,163,566,71
4/1/2021,531,56,222,441,401,186,590,261,706,239,229,310,117,164,583,72
4/2/2021,569,66,224,443,434,210,598,280,721,253,238,312,117,176,583,72
4/3/2021,579,77,226,454,440,227,615,301,747,269,240,331,118,176,583,72
4/4/2021,584,78,226,454,451,227,657,301,755,270,242,332,118,176,586,75
4/5/2021,586,78,226,454,453,227,657,301,756,271,242,332,118,177,586,75
4/6/2021,586,78,226,454,453,227,657,301,756,271,242,332,118,177,586,76
4/7/2021,586,79,226,457,459,229,662,301,765,275,243,332,118,178,589,77
4/8/2021,597,81,226,458,508,237,664,307,765,286,248,336,118,182,597,80
4/9/2021,640,90,246,459,526,251,670,311,772,287,260,339,119,188,600,82
4/10/2021,641,98,247,463,527,259,679,314,789,288,261,354,122,188,602,82
4/11/2021,686,98,248,468,531,269,724,314,796,290,265,357,150,188,603,82
4/12/2021,688,98,248,468,531,269,724,314,796,290,265,357,150,188,604,82
4/13/2021,689,98,248,469,531,269,724,314,796,290,265,357,150,188,604,82
4/14/2021,691,98,248,471,537,270,724,327,799,291,276,361,150,188,610,87
4/15/2021,706,98,248,483,586,277,724,329,808,292,279,368,150,192,612,92
4/16/2021,711,98,250,487,593,292,724,330,818,294,282,369,151,198,616,96
4/17/2021,714,106,262,493,601,300,726,333,833,302,293,373,152,205,622,96
4/18/2021,724,109,262,497,636,300,730,333,834,302,295,390,152,205,624,97
4/19/2021,724,109,263,497,637,301,730,333,834,302,296,391,162,207,624,97
4/20/2021,724,109,263,498,637,301,730,333,834,302,296,391,162,207,624,101
4/21/2021,729,109,263,500,643,301,730,335,835,302,298,394,162,208,625,101
4/22/2021,729,111,263,503,664,306,730,336,836,308,304,395,162,209,635,103
4/23/2021,751,111,264,510,717,310,730,337,836,329,313,396,162,211,637,105
4/24/2021,767,117,264,513,720,316,731,342,843,330,317,408,164,217,639,105
4/25/2021,781,120,264,514,729,318,744,343,843,333,319,413,164,219,642,105
4/26/2021,782,120,264,514,730,318,745,343,843,333,319,413,165,219,642,107
4/27/2021,782,120,264,514,730,318,745,343,843,333,319,413,165,219,642,108
4/28/2021,790,120,265,517,733,326,745,343,851,333,323,413,165,219,644,110
4/29/2021,796,120,265,519,738,331,745,343,851,333,328,413,179,222,645,111
4/30/2021,803,120,281,520,773,335,748,347,854,334,334,413,179,222,645,111
5/1/2021,812,120,288,520,780,351,751,347,860,335,335,421,183,224,653,111
5/2/2021,812,120,288,522,780,351,758,347,863,335,335,423,183,226,654,111
5/3/2021,812,120,288,522,780,351,758,347,863,335,335,423,183,226,655,111
5/4/2021,815,120,288,523,783,352,759,347,864,335,335,423,183,226,655,111
5/5/2021,816,121,288,523,784,360,760,347,866,335,336,423,183,228,655,112
5/6/2021,820,121,288,523,786,364,760,347,866,335,337,423,183,229,655,113
5/7/2021,820,123,289,524,816,380,760,354,866,344,342,425,183,229,656,113
5/8/2021,829,143,303,525,817,384,768,354,884,345,347,433,183,239,656,113
5/9/2021,829,143,303,525,817,384,768,354,884,345,347,433,189,239,656,113
5/10/2021,829,143,303,525,817,384,768,354,885,345,348,433,189,239,656,113
5/11/2021,830,144,303,525,820,386,768,354,885,345,348,433,189,240,661,114
5/12/2021,831,144,303,525,821,386,768,354,886,345,349,434,189,241,661,114
5/13/2021,833,145,303,525,827,387,768,358,888,345,350,435,189,241,661,116
5/14/2021,836,145,304,527,830,399,768,364,888,346,352,437,189,250,666,116
5/15/2021,842,146,307,530,833,407,769,364,896,350,354,443,191,251,667,116
5/16/2021,842,146,307,530,833,407,773,364,896,350,355,444,191,252,668,116
5/17/2021,842,146,307,530,833,407,773,364,896,350,355,444,191,252,668,128
5/18/2021,844,146,307,530,833,407,773,364,896,355,355,444,191,252,668,128
5/19/2021,845,146,307,530,833,407,773,377,897,355,358,445,191,252,668,128
5/20/2021,850,146,307,532,841,411,774,380,899,355,358,445,195,252,671,130
5/21/2021,855,146,307,532,843,412,774,380,899,361,360,445,195,252,671,130
5/22/2021,855,155,309,534,847,413,784,384,906,363,368,458,196,253,671,130
5/23/2021,855,155,309,538,847,413,784,384,906,363,368,458,196,253,671,131
5/24/2021,857,155,309,539,847,413,784,384,906,363,368,458,196,254,672,131
5/25/2021,857,155,309,540,847,414,784,384,906,363,368,458,196,254,672,131
5/26/2021,857,155,309,542,850,414,784,385,908,363,368,458,196,255,672,131
5/27/2021,857,155,309,542,850,414,784,386,910,363,370,459,196,256,673,131
5/28/2021,857,156,309,562,861,417,784,386,915,363,370,459,197,256,676,131
5/29/2021,858,156,309,600,861,417,785,386,917,363,372,471,197,263,676,133
5/30/2021,859,156,309,607,861,417,787,386,917,363,374,472,197,265,676,133
5/31/2021,859,156,309,607,861,417,787,386,917,363,374,472,197,265,677,133
6/1/2021,859,156,309,607,861,417,787,386,917,363,374,472,197,265,677,137
6/2/2021,859,156,311,607,863,418,787,386,917,363,374,472,197,265,677,137
6/3/2021,859,156,317,621,863,424,787,386,921,363,375,472,197,265,677,137
6/4/2021,859,156,317,621,863,424,787,386,921,363,375,473,197,265,680,140
6/5/2021,864,158,318,627,868,425,787,386,924,364,376,473,198,266,680,140
6/6/2021,864,158,318,631,868,425,790,386,924,364,377,474,198,266,680,140
6/7/2021,865,158,318,631,868,425,790,386,924,364,377,475,198,266,681,141
6/8/2021,866,158,318,631,868,426,790,386,924,365,377,475,199,268,681,142
6/9/2021,870,158,318,632,868,427,791,386,924,365,377,476,199,271,681,142
6/10/2021,870,158,318,639,870,431,792,387,924,365,378,476,205,271,681,142
6/11/2021,872,158,318,647,872,431,795,389,926,367,378,476,221,271,685,142
6/12/2021,877,159,319,647,875,432,795,389,926,368,378,477,222,271,685,142
6/13/2021,877,159,319,659,875,432,801,389,927,368,380,477,222,271,694,142
6/14/2021,877,159,319,659,875,432,801,389,927,368,380,477,223,271,695,142
6/15/2021,882,159,321,659,877,432,801,389,927,368,380,477,223,271,695,142
